role,profile._id,event._id
Performer,WPFhqLYDZz29YZTqo,F28zC4TzZZaqKpLvh
Performer,NEpPvXBcPXtdLCroE,F28zC4TzZZaqKpLvh
Music Director,8zFkgpuEaDmfyyxX6,F28zC4TzZZaqKpLvh
Creator & Producer,JHWFrYhGNQRn2SoGC,Pda7mzXjLiBToLS3e
Creator,HAQzaNg2P3WhyP7TB,s5FYdfGwDg2M5EFcc
Director,JbxPuNTwhEsnHbqbA,BmBsdW957CvZhgFtZ
Director,coo4dyjzvGXb3TgX6,BmBsdW957CvZhgFtZ
Actor,7bdRxQrivqHLNSEXq,uro8wvehCNNgPWTyo
Podcaster,WvLG2ZEagP7wv9oy6,uro8wvehCNNgPWTyo
Director ,Cbk3u6cHRGiuHM8zb,TXxjbMAsiRTNhLYAC
Director ,kcFqZTiKGPGmj2ncT,Ae8si33pGPrQStQ79
Director ,Ebcxv3nubirHgxZSb,9ejDWXJo7dG2jpxMv
Musical Director ,d4d5ddnQmCeXHhbPF,9ejDWXJo7dG2jpxMv
Director ,tnwrPw6ubSR7Q5qcw,dEe8gW3PZh4FGJxxC
,2qDbq9LLKhDj55ye6,HPm4sE6aF5SYrDZGL
,2qDbq9LLKhDj55ye6,pJjmAGvZNphXvs67e
Design,5f33etYbuuXwwxmmP,at294cR4v5vZ3nogx
Design,isbDyjj7JHYce3psW,at294cR4v5vZ3nogx
Director,zu9SuTSsu5TYroofA,zwAaQe4YtnbMmn7oa
Actor,AZic4NqCmbeJZ5Z6h,zwAaQe4YtnbMmn7oa
Actor,r9ceAkJAwP9vENfkd,zwAaQe4YtnbMmn7oa
Actor,npY99Wq4XRP3s4YDc,zwAaQe4YtnbMmn7oa
Designer,k5XZaGNscZRAfpN6t,zwAaQe4YtnbMmn7oa
Director,vtrXwybZCuDhPad4K,67nKKy2ps8yNutc9Y
Performer,XLxemNRNWryRB5xq8,GkkLKmtANvEtEatpP
Director,83QxCrJLSx3qjB7Gd,vyJXK6CdEHughXib2
Performer,FLhPsKN6c7o8inQGw,EkZqrAobvW2y3T5FF
Director,ie2NM7cDCSxGCmMAg,EkZqrAobvW2y3T5FF
Performer,FeJhvaGfA8xzg7pip,EkZqrAobvW2y3T5FF
Performer,6JAFgttg9gucNWj6P,EkZqrAobvW2y3T5FF
Director,mNvDez8AYKMZRNvoF,uqfcFiaLopn5etWGQ
Performer,nMDZ9uMWw3zSiAA23,uqfcFiaLopn5etWGQ
Performer,YQqXjBjNusYkFW3ya,uqfcFiaLopn5etWGQ
Performer,AF65Si6kR7DwxJMiD,uqfcFiaLopn5etWGQ
Performer,DMkmYtwv6mLoncKyB,uqfcFiaLopn5etWGQ
Performer,yPdCkefbpch7Ww7B7,uqfcFiaLopn5etWGQ
Director,hguHKMtvRwwFF2ktH,SWC9faTKMCQyqvAmA
Director,TWKHxnBHtJw8SyTqz,mGdmp2YRpkAhfySB9
Director,85MBvnKgbruoZuFiy,Dns9z6zTnqNFf6N5S
,G5FXaEqScpHib2rLh,8iABpz8j3JCrm4jrF
,n7uxkNBybXSexGum9,8iABpz8j3JCrm4jrF
Director,vLtiWFcwbamBH7CJN,8iABpz8j3JCrm4jrF
Director,GM9gvkQ7gSjnDxeGY,9cyGLHjm7Y4k2Wm8b
Performer,HMbPPeHX5GSyfoDoX,9cyGLHjm7Y4k2Wm8b
Director,Ed6SACDv98jK6guv4,pqy4j3RpfFDcSxANq
Performer,F2SHaeWCFfHcD3DJC,pqy4j3RpfFDcSxANq
Performer,iEAngGbzsxrqxncWa,pqy4j3RpfFDcSxANq
Performer,Z875SianNKm99yiqF,pqy4j3RpfFDcSxANq
Director,NuWQKwcucqzwLdoSp,2pRvfSXEBX6TtSQyk
Translator,7Z33bMgmaqGNKH2HD,2pRvfSXEBX6TtSQyk
Director,Nttcv6H9TjRZzMrsW,DFNcwkRMvANZD7T26
,DinAMEoCyngD5Q9is,DFNcwkRMvANZD7T26
Director,fg6yAqSSshE9MGiqc,A4orbLPbNpTFYGy8M
Director,ZynHuwmak2zAP5xTk,uF4tex3TDGx9kxdcS
set designer,hsE5tRcGRcQ2xPNXg,uF4tex3TDGx9kxdcS
Performer,u9pSot6qNSKMYrR6X,K6AxruNcFDR4cL656
Performer,u9pSot6qNSKMYrR6X,GJ5reyGXhvcsiRWfH
Performer,NQLcjymj4Nj2g9XBF,RXZPyy2ip2P2HdoY9
Performer,QAaNNFNhadt8ob6GT,RXZPyy2ip2P2HdoY9
Performer,ivieo8MSKzh7559fB,RXZPyy2ip2P2HdoY9
Performer,Zjr2y9dGBRCnpBQDs,RXZPyy2ip2P2HdoY9
Performer,NoQe3Dq7Ct2o2dcvP,RXZPyy2ip2P2HdoY9
Performer,5zyQjnecXrj397H4F,RXZPyy2ip2P2HdoY9
Performer,qHMNLitbj6LP9kW36,RXZPyy2ip2P2HdoY9
Performer,6YLqutjwNxKPxeRrG,RXZPyy2ip2P2HdoY9
Performer,skfdG8RW9r23ZREeA,RXZPyy2ip2P2HdoY9
Performer,zMyenM4oH3yXFa8nF,RXZPyy2ip2P2HdoY9
Performer,uNXvQew5PKwQQrvJS,RXZPyy2ip2P2HdoY9
Performer,QHNwhupEDQDhHuPNH,RXZPyy2ip2P2HdoY9
Scenic Designer,dmdncHkKHK3igpFkm,RXZPyy2ip2P2HdoY9
lighting designer,mW8XdRKnLPhxSfF2n,RXZPyy2ip2P2HdoY9
Costume designer,NMQ78Ht7ZfgiX6w28,RXZPyy2ip2P2HdoY9
Director,etavdCjNJuwodrJ37,xsjLkr8beKt3WR5CZ
Director,etavdCjNJuwodrJ37,fghrc8WLANxAB5duq
Director,etavdCjNJuwodrJ37,Tj9NRjG76EofGkw8f
Director,etavdCjNJuwodrJ37,NT8sjao6sfHM35wSm
,KoXvipmBNaFDfChDb,2k2QNFzmrScHvfWwD
Artist,xsbY42kBt6LJ3NkQp,hZ5YYbt9nZeyADd7f
Director,nANXobNKpz7TSXK84,9dmnBPD59ptsmkj4P
Director,ZuNJXXRf7ZCQJuvdc,6ibf73JT2JGYWu5xK
Director,ZuNJXXRf7ZCQJuvdc,vdf45aP9DdqsDkAhr
Director,ZuNJXXRf7ZCQJuvdc,mcpondLTk9AEnXkYG
Performer,mi42bfEpPoWG8f9rY,mcpondLTk9AEnXkYG
Performer,LZntF4xYR755rgZKT,mcpondLTk9AEnXkYG
Performer,LrBQevHhRmDj6Fc69,mcpondLTk9AEnXkYG
Performer,SXxveQdvJEvZFJS83,mcpondLTk9AEnXkYG
Performer,Cu7FyoTzy5fbD7aB7,mcpondLTk9AEnXkYG
Performer,8HtcZF46Bp4aZ5xPY,mcpondLTk9AEnXkYG
Performer,wKsEpfrPsCJuEWwTb,mcpondLTk9AEnXkYG
Performer,GWDcxyneSfsjuf5ZK,mcpondLTk9AEnXkYG
Performer,GX853S39jPdmDLonZ,mcpondLTk9AEnXkYG
Performer,9nZKAgX4Du6SyzGpA,mcpondLTk9AEnXkYG
Director,ZuNJXXRf7ZCQJuvdc,uqXctgFYQETxq59mQ
Director,pwwT5cs5rhq9NaYxi,RmY8TQiEbkZrXrmXL
Director,cewnewcyG2Y53qA6k,JfGFLKEaCXoe57nA3
Director,MMBBkoYaJ6cauTE6d,m3acs5ajQzF8xpDu6
Director,aSP5QXpRDLF2sx2eq,2FmhqAQ5GEZddqoa6
Director,5877b25d17334f313edb421e,BQiykPQB8ScJ2Aidz
,5877b78217334f313edb4f07,5877a76217334f313edb2927
,5877b91717334f313edb52ab,5877a76217334f313edb2927
producer,5877b25d17334f313edb421e,5877a76217334f313edb2927
Director,dAy4EPrDabyystntk,gXaegm6cwpx2D3LNZ
Performer,JBaBpK3FYC9BuS9CE,gBAFdhfdrXmTqpopG
Performer,JB5PTP4xnWdYrRdo8,gBAFdhfdrXmTqpopG
Director,bLj6cpZ2yhnQpqq34,zF4fitDMaEordddJN
Director,o5KStZBJg2uweMgne,NsvDRNpY7KWpr6F4E
"Director, Actress",cSXqgNqiNLRiakJz2,P4FgnEgzmw7rZHxBG
actress,WhB3b52NXwEnsKW6Z,P4FgnEgzmw7rZHxBG
Director,w9f3zCbB55r4eRops,cyo5Cwv2MCxx53ogA
Director,xfWN3wskAD5kp6D3S,7k5937xZeJAMNNLuN
Grupo productor,rdQ29c7Mm8sNP7C9g,pZtMyXfDb2SWKB6Np
Artistic Director & ensemble ,iwC8bSTts7abWJm8H,CG2nuAEXgFNusy3AC
Ensemble ,EyXonJRPadigYcWPd,CG2nuAEXgFNusy3AC
Ensemble ,R63Zj3CE9yuzGeqD3,CG2nuAEXgFNusy3AC
Ensemble ,JJqPJGGJ7dmzuaXMZ,CG2nuAEXgFNusy3AC
Director,RYfmKCXv984wN4zfS,CG2nuAEXgFNusy3AC
Actor,ABJMDdPjKQDBQpZZX,pkta7PL74t4aeGCNx
Actor,mJHPH5RrtD4ibPp66,pkta7PL74t4aeGCNx
Actor,WNMLKpMoZByeXwcj3,pkta7PL74t4aeGCNx
Actor,svvTosGbzENMBDeFB,pkta7PL74t4aeGCNx
Director,KG5Sw5hRuAkzkhQuo,E2JjABAs44eHQ39H8
Actress,xk5hEQSuMHin5bFT3,f4887mpwp8opFBs8y
"devisor, performer",tgP7bJjor4GiudEyF,h54JibbZLojEnHdDf
"DEVISOR, PERFORMER",xk5hEQSuMHin5bFT3,h54JibbZLojEnHdDf
performer,zAxeasc55SzfiWxuu,evkaHPX2NyESrHZsP
performer,RCLiHEiYjmy9DhvrQ,evkaHPX2NyESrHZsP
performer,C9nYWWnyNGZtc3YQn,evkaHPX2NyESrHZsP
"Devisor, Performer",HRJd7sbrqLTqb5k73,h54JibbZLojEnHdDf
,9JWucpQg7c8RCBFBo,h54JibbZLojEnHdDf
"Devisor, Performer",zrEo96eN9m66pxSyG,h54JibbZLojEnHdDf
"DEVISOR, PERFORMER",xjLPu4kLuunZcAFwe,h54JibbZLojEnHdDf
director,xpPqetWmiGvjRAJT4,AZePgaqGEFJfQspqJ
Performer,TuNNDKguFujxhNioY,AZePgaqGEFJfQspqJ
Producer,mGHdzCtrktXcHyexT,AZePgaqGEFJfQspqJ
Venue,5877baba17334f313edb5674,MxzLdtNKiTgRgdLxx
Venue,5877baba17334f313edb5674,2KEvjXwBCZMwiLDZP
Director,LJ3Qh6BnuTmPaBn9C,HgKX7ceQzB5YkNebw
Producer,jShbFr5Ddxd7cu5KS,HgKX7ceQzB5YkNebw
Venue,5877baba17334f313edb5674,HgKX7ceQzB5YkNebw
Performer,pJP3eLDfxti79T3xZ,eYjgDk5DXKteAPi7S
Performer,C2GbQZDHjvsBPNF3a,eYjgDk5DXKteAPi7S
Performer,M22G9jiqfaYtBdttE,eYjgDk5DXKteAPi7S
Performer,EeoucF2eK5AT4hEge,eYjgDk5DXKteAPi7S
Producer,bW2pd8BjhgevDJGrd,eYjgDk5DXKteAPi7S
Venue,5877baba17334f313edb5674,eYjgDk5DXKteAPi7S
Director,Q5gfJSX4Syv7JMsFz,co8SuT8j9TpjhDJXB
Venue,5877baba17334f313edb5674,co8SuT8j9TpjhDJXB
Performer,KCCaHgdobWoZM74cY,L8SR52tEwqovAP7LC
Producer,xPk8GtcqYEcX6QghM,L8SR52tEwqovAP7LC
Venue,5877baba17334f313edb5674,L8SR52tEwqovAP7LC
Performer,9PbS9DeZKhjbnjHbp,9xe2EGcSpWeyeRqAF
Performer,hZ2TxYWbd6rGQYvYn,9xe2EGcSpWeyeRqAF
PERFORMER,2KjT9XGi3Yz9LeTJk,9xe2EGcSpWeyeRqAF
PERFORMER,47RTK2rNnfFJodNd7,9xe2EGcSpWeyeRqAF
director,28qnA4y2QTAvhcT4o,9xe2EGcSpWeyeRqAF
Venue,5877baba17334f313edb5674,9xe2EGcSpWeyeRqAF
Director,sHgii9epZ2pQCpnzM,xAz3oRxFkP2ip8EnX
Venue,5877baba17334f313edb5674,xAz3oRxFkP2ip8EnX
Performer,iwZX5jMoH2YX66qZb,tGmTmu6AW6zq8yftz
Performer,hWEgpbkdtYcaZNnZz,tGmTmu6AW6zq8yftz
Producer,unA34iPes37GhRPdp,tGmTmu6AW6zq8yftz
Venue,5877baba17334f313edb5674,tGmTmu6AW6zq8yftz
Venue,5877baba17334f313edb5674,RCf7FFGMo48LMsSK2
Performer,pEXtugcsifHnyjkEB,cWmYYzR4wGgskjsfN
Dramaturg,MdBPguyTjJs6JwZP9,cWmYYzR4wGgskjsfN
Musician,trcwtbBgDSJpYDfLr,cWmYYzR4wGgskjsfN
Musician,SZ3rMcJFBNntdSpT3,cWmYYzR4wGgskjsfN
Artwork,kktdJg9SweZFFfJrF,cWmYYzR4wGgskjsfN
Venue,5877baba17334f313edb5674,FouAaRF9PPwh358N6
Producer,ktybmAYB3DiKZQGG2,dNZd7RTtjSGq5uKC6
Venue,5877baba17334f313edb5674,dNZd7RTtjSGq5uKC6
Venue,5877baba17334f313edb5674,tnAKqDGesRcHXfFkw
Venue,5877baba17334f313edb5674,GgFrDXRnrP99gDpSk
Venue,5877baba17334f313edb5674,pFvJDX9AsotfCPKds
Producer,HgFt9iGxRckymSFYF,DLWA4mPvipFhHFqPH
Co-Producer,MeiJmQhZud2T5mnHH,DLWA4mPvipFhHFqPH
photographer,kp95yA5iokGNQFS5r,N2JYgnumJGNsJz7hf
Venue,5877baba17334f313edb5674,N2JYgnumJGNsJz7hf
Co-producer,bwAbc2rETJNibn2ab,N2JYgnumJGNsJz7hf
Venue,5877baba17334f313edb5674,DLWA4mPvipFhHFqPH
co-director,89R8fHmmSdogzZRAS,CmNTYpAzwBPMcN47E
performer,82j32NoGKK7dfM5dr,CmNTYpAzwBPMcN47E
performer,xmQRZTntYqwKkr585,CmNTYpAzwBPMcN47E
performer,yyGE3AFrqgrXqhxGi,CmNTYpAzwBPMcN47E
performer,D7yHAKhEDTgfiYenM,CmNTYpAzwBPMcN47E
Venue,5877baba17334f313edb5674,CmNTYpAzwBPMcN47E
producer,7dnWZwuo7FurumW5Z,P2pc2Ahc6gsKBw4rG
Co-Producer,GuqSjBcpTj99NZyeS,P2pc2Ahc6gsKBw4rG
Venue,5877baba17334f313edb5674,P2pc2Ahc6gsKBw4rG
Co-producer,tJQNHBbEuvMvLNfKL,daqTkYkJ5dGHgfuM5
Venue,5877baba17334f313edb5674,daqTkYkJ5dGHgfuM5
Director,t3LqGheP3vH4bnixt,BFME9C2FKawCKR2b3
Producer,9s2e7b95zvxKvXp2q,BFME9C2FKawCKR2b3
Venue,5877baba17334f313edb5674,BFME9C2FKawCKR2b3
Director,hEs3TbW2Ko9qfwLNE,6DzfMxPMT23c8cmDC
Performer,vpGDzNTrAHEtnpZMg,BJESDqsqH6pjjiRvi
performer,2qXposRPP3RDN7aEJ,BJESDqsqH6pjjiRvi
performer,f3dkxfpCGzNmqMuoN,BJESDqsqH6pjjiRvi
performer,S466pPaPoZT7Qkcnd,BJESDqsqH6pjjiRvi
performer,BYJ6C4ZGx3K7pT2bG,BJESDqsqH6pjjiRvi
performer,ckvzKRfPchob58eTQ,BJESDqsqH6pjjiRvi
Venue,5877baba17334f313edb5674,BJESDqsqH6pjjiRvi
Director,v4suwgMMZpRXaaGRK,suNKCdEEtsKH4f6X3
Co-producer,Hv2MCXiMk3dYbsSjF,suNKCdEEtsKH4f6X3
Venue,5877baba17334f313edb5674,suNKCdEEtsKH4f6X3
Co-producer,MLLa9QrHCSDvYvh6E,BJESDqsqH6pjjiRvi
Co-producer,Nke7mQvrqXwk7NELH,BFME9C2FKawCKR2b3
Director,JJqcYwnwJDSsYBSEs,4XSMNu2AtxignMFff
Producer,BxXgCKBsZ2RCaSzMS,4XSMNu2AtxignMFff
Venue,5877baba17334f313edb5674,4XSMNu2AtxignMFff
Performer,fcn8WZMG2uQ8AfYQM,uEHfCzfm8sQm6kax2
performer,NQPeqQ5js893pDqvs,uEHfCzfm8sQm6kax2
performer,kxNfG9vmBuDyW5kHh,uEHfCzfm8sQm6kax2
Co-producer,H2SwTQY5izAYspJTZ,uEHfCzfm8sQm6kax2
Venue,5877baba17334f313edb5674,uEHfCzfm8sQm6kax2
producer,eq9rhf8GRbxZoz8kr,dcpWNtwqq6h2uHRry
co-producer,Zy7E7n2PQqxdTefmh,dcpWNtwqq6h2uHRry
venue,5877baba17334f313edb5674,dcpWNtwqq6h2uHRry
venue,5877baba17334f313edb5674,HahvPfXMgMuFFqX4n
Co-producer,rSGE9JG7eDPvpYsNp,AZePgaqGEFJfQspqJ
performer,37coAxN8hShSPikF9,sNWnv8aFm82vcwN7N
performer,EXisMWrfuNSs8oNut,sNWnv8aFm82vcwN7N
venue,5877baba17334f313edb5674,sNWnv8aFm82vcwN7N
director,JAtPgdaMHDL2HhsNF,7mwv9tfwjBSqfCoH3
Co-producer,BZjyDjr65mfqsuzFR,7mwv9tfwjBSqfCoH3
Venue,5877baba17334f313edb5674,7mwv9tfwjBSqfCoH3
Co-producer,htHaznwNedtBy5Zbv,FYrptz7EyGR9oQ4Zs
venue,5877baba17334f313edb5674,FYrptz7EyGR9oQ4Zs
producer,8rAvWA8qphDBR3ERL,aLemuy4PpT5Ppf9xZ
Graphic design,n3StYnP6WvG6KodES,aLemuy4PpT5Ppf9xZ
venue,5877baba17334f313edb5674,aLemuy4PpT5Ppf9xZ
Co-producer,xFnN6M988QLfEa6Pi,aLemuy4PpT5Ppf9xZ
Director,a9Mi3yRFz3CuhXbcS,gRcnjGr8NZfGeMYaR
performer ,9TJx84Na6LBkuPE8A,gRcnjGr8NZfGeMYaR
performer,38aPdmswWegpXt3bP,gRcnjGr8NZfGeMYaR
performer,Zv6t2a5vjPoupPibp,gRcnjGr8NZfGeMYaR
performer,mscXbPPozLNXcjnmT,gRcnjGr8NZfGeMYaR
performer,pACu6fqSrHdouPzxN,gRcnjGr8NZfGeMYaR
proucer,zR4BW9Pfq2vQ5s4sT,gRcnjGr8NZfGeMYaR
venue,5877baba17334f313edb5674,gRcnjGr8NZfGeMYaR
co-producer,Kw4YovCyyYaxh8ske,gRcnjGr8NZfGeMYaR
"Devisor, performer",7E2kT2oGwS9TdfeFB,h54JibbZLojEnHdDf
Co-producer,3KMbw26xq38v5TaiS,PTa2KkJy38etMCDrc
Co-Producer,LWaS4jAhQYQKg35Ft,pWje2JtCLHoffWiba
,SrpjE6r7vuxSxrXSs,W2umBSsJZhsYkGNqC
Director,rgR7LTkyPDCihq8w2,W2umBSsJZhsYkGNqC
Director,SLFSQ5Kdbveswo4CS,W2umBSsJZhsYkGNqC
Sound,FZRPjnErFASy9aZcF,BaGfyGT9LxpAXzqEZ
Lighting,H6SWoKtTkFzbzA3xh,BaGfyGT9LxpAXzqEZ
Video designer,vC8FTdFqNSEouRaaa,BaGfyGT9LxpAXzqEZ
Producer / Co-Writer,6fXcbe5JzzMzxqvHy,BaGfyGT9LxpAXzqEZ
Director,ezuAPArHNiS9jiftv,ZJ5tqSrNtu9i7r7aE
Dramaturg,5877b5fb17334f313edb4b44,ir7EiXPv2tB5tuj3z
Coproducteur ,WDspg3ie478NpcYD2,9LEwZAR5CRP73rjJz
director,GGxLQuwzKNCWFJFrh,Y6pdLXX62pgZ4hoEA
Dramaturg,cdg2EssJunSfeEqeq,Y6pdLXX62pgZ4hoEA
dramaturg,6sZkb3AfTNB4sCoTE,Y6pdLXX62pgZ4hoEA
Tour Producer,eq9rhf8GRbxZoz8kr,Y6pdLXX62pgZ4hoEA
performer,5877b5e617334f313edb4b10,7yHZb2eDuvscqvfRd
performer,GuaDkq3NfT7q3fMNR,7yHZb2eDuvscqvfRd
performer,jGuiLh9izexrQRTkt,7yHZb2eDuvscqvfRd
producer,Wr86u4CMyhXkCciZB,7yHZb2eDuvscqvfRd
venue,5877baba17334f313edb5674,7yHZb2eDuvscqvfRd
co-producer,XprcXvymKLZ7Fnduz,7yHZb2eDuvscqvfRd
performer,CPxzDvNMocgvvKhHa,EJddDd3h8a9G9FQkQ
performer,ee4ovkKzvQRjGPgL8,EJddDd3h8a9G9FQkQ
producer,tHGmictWtS5mBM5Gy,EJddDd3h8a9G9FQkQ
venue,5877baba17334f313edb5674,EJddDd3h8a9G9FQkQ
director,NYnv6e44Zixzxdcj7,dgWZxjW9hHEnR7XXB
venue,5877baba17334f313edb5674,dgWZxjW9hHEnR7XXB
Co-producer,kjZ7u9geauqhTXRnM,dgWZxjW9hHEnR7XXB
Co- Producer,SxuexWJvGxEM3QWtZ,ZahAxoPmAdjNk98Jw
Venue,5877baba17334f313edb5674,ZahAxoPmAdjNk98Jw
co-producer,6qx4Fpzz2XPqv6n9W,ScXp8DCvAAHZXa3Cv
venue,5877baba17334f313edb5674,ScXp8DCvAAHZXa3Cv
Dirección y actuación – Georgette Fadel,WfG6Jajkrt2MeDr4y,C2jNC4Y33ydKy6ySk
"Dramaturgia a partir de los textos de Bertolt Brecht, Hegel, Karl Marx y Simone Weil. ",YFHRLPwenPwpBE8wF,C2jNC4Y33ydKy6ySk
Dirección de Producción,6Qg6JhcXWk8T9Ewpv,C2jNC4Y33ydKy6ySk
Distribución Iberoamericana,5WXBfTGhwhbFnMQio,C2jNC4Y33ydKy6ySk
Diseño de luces,73p69DXW4G9fcte5F,C2jNC4Y33ydKy6ySk
director,ojaFpK2nQG52itjm2,EqRNj8R7XDEpXGhPQ
producer,JoGBjc8DWe5PJeHob,EqRNj8R7XDEpXGhPQ
Co-producer,ne8rHif2rXGCsS3CF,EqRNj8R7XDEpXGhPQ
performer,DuG8Z7aJdGWvdgy7W,EqRNj8R7XDEpXGhPQ
venue,5877baba17334f313edb5674,EqRNj8R7XDEpXGhPQ
performer,wDDxtSe32CzTbSLiN,vEjA84SHFJgHJtqGL
performer,xdNtQTaN6sZ3ey2Gt,vEjA84SHFJgHJtqGL
venue,5877baba17334f313edb5674,vEjA84SHFJgHJtqGL
designer,xLBCGWwnsCTQ68rmw,3NTCCKRWEbnwbZ6yW
co-poducer,c6K6FSZ8AMNdefKKL,3NTCCKRWEbnwbZ6yW
venue,5877baba17334f313edb5674,3NTCCKRWEbnwbZ6yW
director,t3C5LC3JE8oG7Y8RX,aaEW3XvgBhtPzSxMJ
venue,5877baba17334f313edb5674,aaEW3XvgBhtPzSxMJ
director,nP936YhJLiPKgSri6,cTn9zxsk3dqQim8Tp
performer,D8es8Z6YENHZY3NAa,cTn9zxsk3dqQim8Tp
co -producer,nyfjg2ra8LEtnug7X,syc3vPmh9qi6FB9Yz
performer,vjhg4WFJAQog7HPmZ,syc3vPmh9qi6FB9Yz
performer,9uRpAGjpfYW5FvwYX,syc3vPmh9qi6FB9Yz
director,YZzR8TQcK5zn9zPqY,syc3vPmh9qi6FB9Yz
stage manager,XCj8HGA89PqFqLcuY,syc3vPmh9qi6FB9Yz
photography,2HtrDJRFo8NvqgW2S,syc3vPmh9qi6FB9Yz
venue,5877baba17334f313edb5674,syc3vPmh9qi6FB9Yz
co-producer,wbXxP4vDwQXu2naPb,3QKh3JNRsb7k7tLDv
stage manager,xSdAMvh4QENFhsv7e,3QKh3JNRsb7k7tLDv
choreographer,7utG64bRGTu8XnmE2,3QKh3JNRsb7k7tLDv
venue,5877baba17334f313edb5674,3QKh3JNRsb7k7tLDv
production manager,7dabeCyc4KTiZ9g8y,dmpWP4RMTyLfCvKwN
lighting designer,Xir4fyfH3YBAsT33b,dmpWP4RMTyLfCvKwN
performer,MREMSqg2pAsp2gzGi,dmpWP4RMTyLfCvKwN
performer,D7qnompKqAdL45WP2,dmpWP4RMTyLfCvKwN
venue,5877baba17334f313edb5674,dmpWP4RMTyLfCvKwN
performer,K2yYirXLue2dMqogf,MJiNMKdHvNC9RFzam
performer,8NcBDJiEfyGtKhWmH,MJiNMKdHvNC9RFzam
costume designer,QGoEczbhwkiA8RYQD,MJiNMKdHvNC9RFzam
make-up artist,Qv3TnASqiYBkmKAyT,MJiNMKdHvNC9RFzam
co-producer,wPA7anBEPzNPBKTdd,MJiNMKdHvNC9RFzam
venue,5877baba17334f313edb5674,MJiNMKdHvNC9RFzam
producer,pWtL5CKjFscGntTcA,rbSiMJyzgz3ApDFYN
sound designer,jQbdTaYjXwJCGFZJT,rbSiMJyzgz3ApDFYN
venue,5877baba17334f313edb5674,Z64wyFKz7rtdPur22
venue,5877baba17334f313edb5674,rbSiMJyzgz3ApDFYN
performer,JpRPqgNKKXf4DprnZ,As6MZKfs72Ap7qMvq
performer,riwNkNgRjCm5XMasM,As6MZKfs72Ap7qMvq
venue,5877baba17334f313edb5674,As6MZKfs72Ap7qMvq
director,kuRZKj7R3sotFp8YN,T34Q6pKpB8a7ajize
assistant director,FdGWpQKPrFNAeWd3D,T34Q6pKpB8a7ajize
producer,KLZgPdL2S35Y2P2po,T34Q6pKpB8a7ajize
performer,zFwou2wfMQRXNGS6i,T34Q6pKpB8a7ajize
performer,wfCojBRw45toggJg3,T34Q6pKpB8a7ajize
performer,FFzwchkMAh5ARth5D,T34Q6pKpB8a7ajize
lighting +sound designer,ut3nrCdf8AobXFB5s,T34Q6pKpB8a7ajize
visual art designer,f6hziwNnhvzWNZ74D,T34Q6pKpB8a7ajize
venue,5877baba17334f313edb5674,T34Q6pKpB8a7ajize
director,xMbYrMmdb6nr5fLCa,beKtdQpipAsLgKfwX
assistant director,aNesXTxBussP5axEw,beKtdQpipAsLgKfwX
stage manager,QatYyFYkqXgvF9mnP,beKtdQpipAsLgKfwX
venue,5877baba17334f313edb5674,beKtdQpipAsLgKfwX
producer,YbcYiMAJ4Agd98f2K,nJ22z9sjnooaskEj5
co-producer,S5soCtCBqnPMPzWEs,nJ22z9sjnooaskEj5
venue,5877baba17334f313edb5674,nJ22z9sjnooaskEj5
co -producer,du6oMH6eMrEeXYsdQ,KEPL5nJxu4DzihhLv
director,GZgSB7xgovdeTS8ko,KEPL5nJxu4DzihhLv
venue,5877baba17334f313edb5674,KEPL5nJxu4DzihhLv
co-producer,W4su6oadftAsHSWzE,MgiWbtrQwRZDB5uNz
director,eZCdfsqbgBgWLLs3i,MgiWbtrQwRZDB5uNz
designer,q83cDikJ4HgtZQSqW,MgiWbtrQwRZDB5uNz
producer,5nKniGFWTmi9Bdf5j,MgiWbtrQwRZDB5uNz
P.R,cpQmZtkKdTojAsEAM,MgiWbtrQwRZDB5uNz
performer,TPYTRN8CbhrauSDW5,MgiWbtrQwRZDB5uNz
performer,XivdwoKCzgKrzn5TG,MgiWbtrQwRZDB5uNz
performer,x4EKf5QMTuJEagMiT,MgiWbtrQwRZDB5uNz
venue,5877baba17334f313edb5674,MgiWbtrQwRZDB5uNz
co-producer,ZBtykpmWrv7khG6da,bFvzQg9Qr7uxsQ7Lx
director,EXxkkRsrGuMjvBfQJ,bFvzQg9Qr7uxsQ7Lx
venue,5877baba17334f313edb5674,bFvzQg9Qr7uxsQ7Lx
director,Hu8AmRAFYNW5JGfda,uKKxPGptc9uzLiqqJ
producer,sJFdC4tD7r3Mptq7u,uKKxPGptc9uzLiqqJ
performer,XbYd2qXjKNKTarAC8,uKKxPGptc9uzLiqqJ
performer,8NcBDJiEfyGtKhWmH,uKKxPGptc9uzLiqqJ
performer,SsmFcijMSZno2aauK,uKKxPGptc9uzLiqqJ
venue,5877baba17334f313edb5674,uKKxPGptc9uzLiqqJ
director,TZqztbQeqomHBgiSs,SC8Zeqvq2fwXLndHS
stage manager,EDeCj45Lpom8mtkLL,SC8Zeqvq2fwXLndHS
photographer,rWdstR4vQJZTGNxKv,SC8Zeqvq2fwXLndHS
art department ,KjeXkP2QzALNtfTTG,SC8Zeqvq2fwXLndHS
choreographer,b6ue9A7mdc6dB6DQb,SC8Zeqvq2fwXLndHS
venue,5877baba17334f313edb5674,SC8Zeqvq2fwXLndHS
producer,pmL7RMY5RHbQw35ca,aiDLd4MZufAE9BBGE
sound designer,e2iBEnLL8C6QNsGGN,aiDLd4MZufAE9BBGE
